module,type,name,res_id,src,value
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_region_sudbury,Sudbury,Sudbury
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_atv_suzuki,Suzuki,Suzuki
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_car_suzuki,Suzuki,Suzuki
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_suzuki,Suzuki,Suzuki
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_sym,Sym,Sym
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_customer_tada,TADA,TADA
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_tgb,TGB,TGB
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_tm,TM,TM
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,Tag,Étiquette
xpr_dealer,view,res.partner,xpr_dealer.view_partner_form,Tags...,Étiquettes...
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.view_dealer_form,Tags...,Étiquettes...
xpr_dealer,help,"xpr_dealer.dealer,owner",0,This field is there for the synchronization to XIS,This field is there for the synchronization to XIS
xpr_dealer,help,"xpr_dealer.dealer,owneremail",0,This field is there for the synchronization to XIS,This field is there for the synchronization to XIS
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_region_thunder_bay,Thunder Bay,Thunder Bay
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_region_timmins,Timmins,Timmins
xpr_dealer,selection,"xpr_dealer.dealer,telephone_choice",0,Toll Free,Sans frais
xpr_dealer,field,"xpr_dealer.dealer,tollfree",0,Toll Free Number,Numéro sans frais
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_region_toronto,Toronto,Toronto
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_car_toyota,Toyota,Toyota
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_travertson,Travertson,Travertson
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_triumph,Triumph,Triumph
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_ural,Ural,Ural
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_used,Used,Usagé
xpr_dealer,field,"xpr_dealer.dealer,portalmask",0,Used Cars On,Véhicules d'occasion actif
xpr_dealer,field,"xpr_dealer.dealer,user10",0,User10,User10
xpr_dealer,field,"xpr_dealer.dealer,user12",0,User12,User12
xpr_dealer,field,"xpr_dealer.dealer,user12e",0,User12e,User12e
xpr_dealer,field,"xpr_dealer.dealer,user40",0,User40,User40
xpr_dealer,field,"xpr_dealer.dealer,user40e",0,User40e,User40e
xpr_dealer,field,"xpr_dealer.dealer,user80",0,User80,User80
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_vor,VOR,VOR
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_market_vancouver,Vancouver,Vancouver
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_vespa,Vespa,Vespa
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_market_victoria,Victoria,Victoria
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_victory,Victory,Victory
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_car_volkswagen,Volkswagen,Volkswagen
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_car_volvo,Volvo,Volvo
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_watercraft,Watercraft,Watercraft
xpr_dealer,field,"xpr_dealer.dealer,website_french",0,Website French,URL du site web (FR)
xpr_dealer,help,"xpr_dealer.dealer,website_french",0,Website of Partner or Company,Site web du partenaire ou de l'entreprise
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_car_westernstar,Western Star,Western Star
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_market_windsor,Windsor,Windsor
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_region_windsor,Windsor,Windsor
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_market_winnipeg,Winnipeg,Winnipeg
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_atv_yamaha,Yamaha,Yamaha
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_moto_yamaha,Yamaha,Yamaha
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_watercraft_yamaha,Yamaha,Yamaha
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.view_dealer_form,ZIP,Code postal
xpr_dealer,field,"xpr_dealer.dealer,billing_zip",0,ZIP Billing,Code postal de facturation
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.view_dealer_form,e.g. +32.81.81.37.00,Ex. +32.81.81.37.00
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.view_dealer_form,e.g. www.odoo.com,Ex. www.odoo.com
xpr_dealer,model,"res.partner.category,name",xpr_dealer.category_dealer_market_gta,gta,gta
xpr_dealer,view,xpr_dealer.dealer_assign,xpr_dealer.dealer_assign_wizard,Cancel,Annuler
xpr_dealer,field,"xpr_dealer.dealer_assign,dealers",0,Dealers,Concessionnaires
xpr_dealer,model,"ir.actions.act_window,name",xpr_dealer.unassigned_dealer_action,Unassigned Dealers,Concessionnaires sans vendeurs
xpr_dealer,field,"xpr_dealer.dealer_assign,salesperson",0,Salesperson,Vendeur
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,Vehicle,Véhicule
xpr_dealer,model,"ir.actions.server,name",xpr_dealer.mark_dealer,Mark dealers,Marquer concessionnaires
xpr_dealer,model,"ir.model,name",xpr_dealer.model_res_users,Users,Utilisateurs
xpr_dealer,view,xpr_dealer.dealer_assign,xpr_dealer.dealer_assign_wizard,Assign,Assigner
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,Business,Entreprise
xpr_dealer,model,"ir.actions.server,help",xpr_dealer.mark_dealer,Updates dealer assigned_user when a user active flag is updated,Met a jour les concessionnaires quand leur vendeur est mis a jour
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,State,État
xpr_dealer,model,"ir.actions.act_window,name",xpr_dealer.assign_dealer_action,Assign Salesperson,Assigner Vendeur
xpr_dealer,field,"xpr_dealer.dealer,assigned_user",0,Assigned Salesperson,Vendeur Assigné
xpr_dealer,model,"ir.ui.menu,name",xpr_dealer.unassigned_dealer_menu,Unassigned Dealers,Concessionnaires sans vendeurs
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,Makes,Marques
xpr_dealer,view,xpr_dealer.dealer,xpr_dealer.dealer_search_view,City,Ville
